State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Mizoram,Pleasant,Low,36773,"Train: 557 INR, Car Rental: 1172 INR, Bus: 892 INR",Local Cuisine: 1165 INR per day,Luxury Resort: 1684 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Trekking",High,4.3/5,Monsoon,Mizo,Moderately Safe,No,Art Exhibitions
Nagaland,Pleasant,High,42089,"Train: 878 INR, Bus: 305 INR",Local Cuisine: 1528 INR per day,Homestay: 1874 INR per night,"Kohima War Cemetery, Dzükou Valley",Cultural Tours,High,4.9/5,Winter,"English, Nagamese",Safe for Solo Travelers,No,Festival
Assam,Chilly,High,13483,"Car Rental: 1268 INR, Bus: 548 INR, Train: 1060 INR",Local Cuisine: 1592 INR per day,3-star: 2058 INR per night,"Kaziranga National Park, Majuli Island","Trekking, Wildlife Safari, Boating",High,3.6/5,Winter,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Meghalaya,Chilly,Medium,20519,"Flight: 4077 INR, Train: 1657 INR, Bus: 842 INR",Local Cuisine: 1873 INR per day,Luxury Resort: 4668 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Trekking",Low,3.6/5,Monsoon,"Khasi, Garo",Very Safe,Yes,Festival
Nagaland,Chilly,High,14782,"Flight: 5115 INR, Car Rental: 2551 INR",Local Cuisine: 647 INR per day,Luxury Resort: 4521 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, River Rafting",Moderate,4.3/5,Winter,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions
Tripura,Chilly,Medium,17420,"Car Rental: 2174 INR, Flight: 3260 INR, Train: 1941 INR",Local Cuisine: 1109 INR per day,Luxury Resort: 2341 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, Trekking",Low,4.2/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Mizoram,Chilly,Medium,36283,"Bus: 470 INR, Train: 814 INR, Flight: 3436 INR, Car Rental: 1574 INR",Local Cuisine: 937 INR per day,Homestay: 4656 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Boating",High,3.6/5,Winter,Mizo,Moderately Safe,No,Art Exhibitions
Manipur,Pleasant,Medium,32949,"Car Rental: 2097 INR, Train: 800 INR, Flight: 5143 INR, Bus: 396 INR",Local Cuisine: 1654 INR per day,3-star: 3481 INR per night,"Kangla Fort, Loktak Lake","Boating, Trekking, Wildlife Safari",Moderate,3.6/5,Summer,Manipuri,Very Safe,No,Festival
Assam,Rainy,High,10982,"Train: 1612 INR, Car Rental: 2740 INR, Flight: 4630 INR, Bus: 664 INR",Local Cuisine: 812 INR per day,Luxury Resort: 4644 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,Moderate,3.6/5,Summer,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Tripura,Pleasant,High,14668,"Car Rental: 1839 INR, Train: 1925 INR, Bus: 386 INR, Flight: 5883 INR",Local Cuisine: 760 INR per day,Luxury Resort: 3801 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Cultural Tours",High,4.0/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions
Manipur,Chilly,High,10965,"Flight: 3524 INR, Train: 739 INR",Local Cuisine: 1823 INR per day,Luxury Resort: 2682 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari, Trekking",Low,4.5/5,Summer,Manipuri,Very Safe,No,Festival
Arunachal Pradesh,Pleasant,Medium,8095,"Bus: 245 INR, Flight: 4928 INR, Train: 1827 INR",Local Cuisine: 1309 INR per day,Homestay: 2100 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Cultural Tours",Moderate,4.1/5,Summer,"Hindi, English",Safe for Solo Travelers,Yes,Festival
Manipur,Pleasant,Low,41628,"Car Rental: 2835 INR, Train: 1364 INR, Flight: 5559 INR, Bus: 365 INR",Local Cuisine: 674 INR per day,3-star: 4871 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Cultural Tours",High,4.2/5,Monsoon,Manipuri,Very Safe,No,Festival
Meghalaya,Sunny,High,48849,"Flight: 4990 INR, Train: 1505 INR, Car Rental: 1565 INR",Local Cuisine: 1122 INR per day,3-star: 1539 INR per night,"Cherrapunji, Living Root Bridges",Wildlife Safari,Low,4.7/5,Winter,"Khasi, Garo",Very Safe,No,Art Exhibitions
Arunachal Pradesh,Rainy,High,40745,"Flight: 4974 INR, Bus: 286 INR, Car Rental: 1735 INR, Train: 742 INR",Local Cuisine: 882 INR per day,Homestay: 1578 INR per night,"Tawang Monastery, Ziro Valley","Boating, Cultural Tours",Low,4.6/5,Monsoon,"Hindi, English",Very Safe,No,Festival
Assam,Rainy,Low,15583,"Car Rental: 1139 INR, Bus: 859 INR",Local Cuisine: 1732 INR per day,Luxury Resort: 4960 INR per night,"Kaziranga National Park, Majuli Island",Cultural Tours,Moderate,4.9/5,Summer,Assamese,Moderately Safe,No,Art Exhibitions
Assam,Sunny,Low,22963,"Car Rental: 1933 INR, Flight: 5713 INR",Local Cuisine: 1424 INR per day,Homestay: 2044 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting, Wildlife Safari",Moderate,4.8/5,Monsoon,Assamese,Moderately Safe,No,Local Traditions
Assam,Rainy,High,34370,"Car Rental: 2468 INR, Train: 783 INR",Local Cuisine: 586 INR per day,3-star: 2875 INR per night,"Majuli Island, Kaziranga National Park","Boating, Wildlife Safari, Cultural Tours",Moderate,3.8/5,Winter,Assamese,Very Safe,Yes,Festival
Mizoram,Chilly,Low,21091,"Flight: 5418 INR, Bus: 616 INR",Local Cuisine: 1473 INR per day,3-star: 3979 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Trekking",High,3.6/5,Winter,Mizo,Moderately Safe,No,Festival
Meghalaya,Sunny,High,39495,"Bus: 493 INR, Train: 660 INR, Car Rental: 2031 INR, Flight: 4701 INR",Local Cuisine: 1587 INR per day,3-star: 2718 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Boating, Cultural Tours",Low,3.6/5,Summer,"Khasi, Garo",Very Safe,No,Local Traditions
Mizoram,Rainy,Medium,16064,"Bus: 687 INR, Car Rental: 2597 INR, Flight: 3669 INR, Train: 1906 INR",Local Cuisine: 954 INR per day,Homestay: 2573 INR per night,"Vantawng Falls, Phawngpui National Park",River Rafting,Moderate,4.1/5,Summer,Mizo,Moderately Safe,Yes,Art Exhibitions
Meghalaya,Sunny,Low,31624,"Train: 1943 INR, Car Rental: 2812 INR, Flight: 4273 INR, Bus: 440 INR",Local Cuisine: 1236 INR per day,Homestay: 2755 INR per night,"Living Root Bridges, Cherrapunji",Cultural Tours,High,4.4/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Meghalaya,Pleasant,Medium,27984,"Flight: 3317 INR, Train: 799 INR, Car Rental: 2234 INR, Bus: 270 INR",Local Cuisine: 716 INR per day,3-star: 2724 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, Wildlife Safari",High,4.2/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Local Traditions
Manipur,Rainy,Low,49998,"Flight: 6453 INR, Car Rental: 1737 INR",Local Cuisine: 998 INR per day,Luxury Resort: 3507 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari",High,4.5/5,Winter,Manipuri,Safe for Solo Travelers,No,Local Traditions
Nagaland,Chilly,Medium,43085,"Flight: 5698 INR, Bus: 724 INR, Train: 1578 INR, Car Rental: 2027 INR",Local Cuisine: 1166 INR per day,3-star: 1373 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Cultural Tours",Moderate,3.6/5,Summer,"English, Nagamese",Safe for Solo Travelers,Yes,Festival
Manipur,Chilly,Low,42231,"Car Rental: 2880 INR, Flight: 3901 INR, Train: 1098 INR, Bus: 966 INR",Local Cuisine: 1025 INR per day,Luxury Resort: 3905 INR per night,"Loktak Lake, Kangla Fort","Trekking, River Rafting, Wildlife Safari",Moderate,4.8/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Low,33545,"Car Rental: 1758 INR, Train: 905 INR, Bus: 566 INR",Local Cuisine: 1556 INR per day,Luxury Resort: 1870 INR per night,"Living Root Bridges, Cherrapunji","Boating, Trekking, River Rafting",Moderate,4.2/5,Summer,"Khasi, Garo",Very Safe,No,Festival
Mizoram,Rainy,High,12294,"Flight: 6901 INR, Train: 1530 INR, Car Rental: 2154 INR",Local Cuisine: 1717 INR per day,Luxury Resort: 3117 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Trekking, Wildlife Safari",High,4.9/5,Winter,Mizo,Very Safe,Yes,Local Traditions
Manipur,Sunny,High,22849,"Car Rental: 2082 INR, Bus: 301 INR, Train: 1981 INR, Flight: 6449 INR",Local Cuisine: 1356 INR per day,Luxury Resort: 1932 INR per night,"Kangla Fort, Loktak Lake","Trekking, Boating, Cultural Tours",High,3.9/5,Summer,Manipuri,Moderately Safe,No,Art Exhibitions
Nagaland,Sunny,Medium,23873,"Train: 844 INR, Flight: 4542 INR, Bus: 878 INR",Local Cuisine: 1789 INR per day,3-star: 2437 INR per night,"Kohima War Cemetery, Dzükou Valley","River Rafting, Cultural Tours",Low,5.0/5,Monsoon,"English, Nagamese",Very Safe,No,Festival
Tripura,Sunny,High,41284,"Bus: 282 INR, Train: 1799 INR, Car Rental: 2104 INR, Flight: 6380 INR",Local Cuisine: 1987 INR per day,3-star: 2628 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Wildlife Safari, Trekking",Low,4.7/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival
Manipur,Pleasant,Medium,13068,"Train: 578 INR, Bus: 479 INR",Local Cuisine: 1664 INR per day,3-star: 1501 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Trekking",Moderate,4.5/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Festival
Mizoram,Rainy,High,46503,"Car Rental: 2798 INR, Bus: 549 INR, Flight: 3573 INR, Train: 1278 INR",Local Cuisine: 752 INR per day,Homestay: 4690 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, River Rafting, Wildlife Safari",High,4.6/5,Winter,Mizo,Moderately Safe,Yes,Festival
Assam,Pleasant,Medium,30353,"Bus: 256 INR, Train: 693 INR, Car Rental: 2987 INR",Local Cuisine: 1846 INR per day,Luxury Resort: 4074 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Boating, Wildlife Safari",Moderate,4.9/5,Monsoon,Assamese,Safe for Solo Travelers,No,Art Exhibitions
Mizoram,Rainy,Medium,10443,"Bus: 335 INR, Car Rental: 1755 INR",Local Cuisine: 669 INR per day,Luxury Resort: 1614 INR per night,"Phawngpui National Park, Vantawng Falls",Cultural Tours,Low,3.6/5,Monsoon,Mizo,Very Safe,Yes,Festival
Arunachal Pradesh,Chilly,Low,30358,"Flight: 4623 INR, Car Rental: 2242 INR",Local Cuisine: 553 INR per day,3-star: 4672 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Wildlife Safari",Low,4.5/5,Summer,"Hindi, English",Very Safe,No,Festival
Assam,Rainy,High,29423,"Flight: 5872 INR, Car Rental: 2585 INR",Local Cuisine: 1058 INR per day,3-star: 1818 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, Trekking, Cultural Tours",Moderate,4.0/5,Winter,Assamese,Safe for Solo Travelers,No,Art Exhibitions
Manipur,Chilly,Medium,6255,"Train: 598 INR, Car Rental: 2909 INR",Local Cuisine: 1706 INR per day,Luxury Resort: 3447 INR per night,"Kangla Fort, Loktak Lake","Boating, Cultural Tours",Moderate,4.2/5,Summer,Manipuri,Moderately Safe,Yes,Local Traditions
Manipur,Pleasant,Low,27648,"Flight: 6396 INR, Bus: 280 INR, Car Rental: 2411 INR",Local Cuisine: 662 INR per day,3-star: 3797 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Trekking",High,4.3/5,Summer,Manipuri,Very Safe,Yes,Art Exhibitions
Tripura,Pleasant,High,22650,"Car Rental: 1052 INR, Flight: 5607 INR, Train: 1036 INR",Local Cuisine: 1577 INR per day,3-star: 4192 INR per night,"Ujjayanta Palace, Neermahal","Boating, Trekking",Low,3.6/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Nagaland,Rainy,Medium,12988,"Flight: 5590 INR, Train: 1550 INR, Bus: 550 INR, Car Rental: 2876 INR",Local Cuisine: 834 INR per day,3-star: 1924 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,Low,4.0/5,Winter,"English, Nagamese",Moderately Safe,Yes,Festival
Arunachal Pradesh,Pleasant,Low,22112,"Car Rental: 1713 INR, Bus: 482 INR, Flight: 6127 INR, Train: 622 INR",Local Cuisine: 1463 INR per day,Luxury Resort: 4562 INR per night,"Ziro Valley, Tawang Monastery",Cultural Tours,Moderate,4.3/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions
Manipur,Sunny,Low,46324,"Car Rental: 2066 INR, Bus: 235 INR",Local Cuisine: 965 INR per day,3-star: 3234 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Cultural Tours, River Rafting",High,3.9/5,Summer,Manipuri,Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Sunny,High,36027,"Bus: 804 INR, Flight: 6231 INR, Train: 662 INR, Car Rental: 1795 INR",Local Cuisine: 1696 INR per day,Homestay: 3122 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Cultural Tours, Wildlife Safari",High,3.9/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Pleasant,Medium,20529,"Bus: 889 INR, Train: 1821 INR, Car Rental: 1963 INR",Local Cuisine: 963 INR per day,Homestay: 2172 INR per night,"Kohima War Cemetery, Dzükou Valley","Cultural Tours, River Rafting, Trekking",Moderate,4.7/5,Winter,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Mizoram,Rainy,Medium,23815,"Train: 1270 INR, Car Rental: 2970 INR, Flight: 4842 INR, Bus: 491 INR",Local Cuisine: 866 INR per day,Luxury Resort: 3962 INR per night,"Phawngpui National Park, Vantawng Falls",Cultural Tours,Moderate,3.6/5,Monsoon,Mizo,Very Safe,Yes,Art Exhibitions
Arunachal Pradesh,Chilly,Low,9790,"Train: 1549 INR, Flight: 5441 INR",Local Cuisine: 1575 INR per day,Homestay: 2731 INR per night,"Ziro Valley, Tawang Monastery",Trekking,Low,3.6/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Festival
Assam,Rainy,High,26224,"Train: 1580 INR, Car Rental: 2134 INR",Local Cuisine: 1144 INR per day,3-star: 3898 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, River Rafting, Boating",Low,4.7/5,Winter,Assamese,Very Safe,Yes,Local Traditions
Arunachal Pradesh,Pleasant,Low,19873,"Flight: 3791 INR, Bus: 645 INR, Train: 725 INR, Car Rental: 1855 INR",Local Cuisine: 1580 INR per day,Homestay: 4577 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Low,4.5/5,Summer,"Hindi, English",Moderately Safe,Yes,Festival
Meghalaya,Pleasant,Low,39440,"Car Rental: 2848 INR, Bus: 960 INR",Local Cuisine: 917 INR per day,3-star: 3719 INR per night,"Living Root Bridges, Cherrapunji",Wildlife Safari,High,4.0/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Nagaland,Pleasant,High,49195,"Flight: 5286 INR, Train: 862 INR, Car Rental: 2592 INR",Local Cuisine: 565 INR per day,Homestay: 4156 INR per night,"Kohima War Cemetery, Dzükou Valley","Cultural Tours, Boating",Low,4.2/5,Winter,"English, Nagamese",Very Safe,No,Festival
Arunachal Pradesh,Chilly,Medium,48410,"Flight: 5464 INR, Car Rental: 2624 INR",Local Cuisine: 1871 INR per day,Homestay: 3200 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating",Low,4.4/5,Winter,"Hindi, English",Moderately Safe,No,Festival
Mizoram,Chilly,Low,29745,"Bus: 892 INR, Car Rental: 1825 INR, Train: 589 INR, Flight: 3339 INR",Local Cuisine: 1128 INR per day,Luxury Resort: 1852 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Trekking, Cultural Tours",High,3.7/5,Winter,Mizo,Moderately Safe,No,Festival
Mizoram,Rainy,High,24874,"Car Rental: 2737 INR, Bus: 768 INR, Flight: 5470 INR",Local Cuisine: 750 INR per day,Luxury Resort: 1255 INR per night,"Phawngpui National Park, Vantawng Falls",River Rafting,Moderate,3.8/5,Winter,Mizo,Moderately Safe,No,Local Traditions
Assam,Sunny,High,29897,"Bus: 530 INR, Train: 1079 INR",Local Cuisine: 1166 INR per day,Homestay: 3212 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Trekking, Boating",High,4.7/5,Winter,Assamese,Very Safe,No,Festival
Assam,Chilly,Medium,26153,"Flight: 4775 INR, Car Rental: 1806 INR, Train: 664 INR, Bus: 817 INR",Local Cuisine: 675 INR per day,Homestay: 3538 INR per night,"Majuli Island, Kaziranga National Park",Wildlife Safari,High,4.1/5,Winter,Assamese,Safe for Solo Travelers,No,Festival
Arunachal Pradesh,Rainy,Medium,11196,"Bus: 230 INR, Car Rental: 2361 INR, Flight: 3004 INR",Local Cuisine: 645 INR per day,Homestay: 3401 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, River Rafting",Low,4.7/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Sunny,High,37104,"Bus: 758 INR, Train: 1892 INR",Local Cuisine: 1001 INR per day,Luxury Resort: 2629 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, River Rafting",Low,4.4/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Nagaland,Rainy,High,25702,"Train: 1507 INR, Bus: 378 INR",Local Cuisine: 956 INR per day,3-star: 4499 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,Moderate,4.3/5,Winter,"English, Nagamese",Very Safe,Yes,Festival
Meghalaya,Chilly,Low,18897,"Flight: 6730 INR, Car Rental: 2910 INR, Bus: 235 INR",Local Cuisine: 825 INR per day,Luxury Resort: 4324 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Boating",High,4.1/5,Summer,"Khasi, Garo",Very Safe,No,Festival
Meghalaya,Chilly,High,6533,"Flight: 4196 INR, Train: 1585 INR, Car Rental: 1097 INR",Local Cuisine: 634 INR per day,3-star: 4171 INR per night,"Living Root Bridges, Cherrapunji",River Rafting,Low,4.2/5,Winter,"Khasi, Garo",Very Safe,No,Local Traditions
Assam,Rainy,Medium,15474,"Train: 821 INR, Flight: 5758 INR, Bus: 965 INR",Local Cuisine: 1083 INR per day,3-star: 1474 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Trekking, Cultural Tours",Moderate,4.9/5,Winter,Assamese,Moderately Safe,No,Festival
Meghalaya,Chilly,High,33183,"Bus: 687 INR, Train: 1575 INR, Flight: 3248 INR",Local Cuisine: 648 INR per day,Luxury Resort: 3470 INR per night,"Living Root Bridges, Cherrapunji",Cultural Tours,Moderate,4.1/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Low,36128,"Bus: 351 INR, Flight: 6655 INR, Car Rental: 1644 INR",Local Cuisine: 1857 INR per day,3-star: 2335 INR per night,"Cherrapunji, Living Root Bridges",Trekking,Moderate,4.8/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions
Tripura,Chilly,Low,44587,"Bus: 602 INR, Flight: 3753 INR, Train: 1679 INR, Car Rental: 2400 INR",Local Cuisine: 1615 INR per day,3-star: 2477 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,Low,4.3/5,Summer,"Bengali, Kokborok",Very Safe,No,Local Traditions
Nagaland,Sunny,Low,19742,"Flight: 6809 INR, Car Rental: 2634 INR",Local Cuisine: 1538 INR per day,Luxury Resort: 4467 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Cultural Tours",Low,4.6/5,Winter,"English, Nagamese",Moderately Safe,No,Local Traditions
Manipur,Rainy,Low,30345,"Bus: 342 INR, Train: 995 INR, Flight: 6735 INR",Local Cuisine: 1791 INR per day,Luxury Resort: 3318 INR per night,"Loktak Lake, Kangla Fort","Boating, River Rafting, Cultural Tours",Low,3.7/5,Monsoon,Manipuri,Very Safe,Yes,Art Exhibitions
Meghalaya,Rainy,Low,41703,"Car Rental: 2066 INR, Bus: 645 INR, Flight: 6625 INR",Local Cuisine: 867 INR per day,Homestay: 4941 INR per night,"Living Root Bridges, Cherrapunji",Boating,Low,4.8/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Local Traditions
Assam,Chilly,High,47142,"Bus: 715 INR, Flight: 3633 INR, Train: 1348 INR",Local Cuisine: 1773 INR per day,3-star: 3837 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Trekking",Low,4.2/5,Winter,Assamese,Very Safe,Yes,Local Traditions
Nagaland,Rainy,Low,39958,"Train: 1782 INR, Bus: 909 INR, Flight: 4470 INR",Local Cuisine: 1877 INR per day,Homestay: 2808 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, River Rafting, Boating",Low,3.5/5,Winter,"English, Nagamese",Moderately Safe,No,Festival
Manipur,Rainy,Low,31575,"Train: 1854 INR, Car Rental: 1484 INR, Bus: 231 INR",Local Cuisine: 1515 INR per day,Luxury Resort: 3060 INR per night,"Loktak Lake, Kangla Fort","Boating, Cultural Tours, Trekking",Low,5.0/5,Winter,Manipuri,Very Safe,No,Art Exhibitions
Nagaland,Sunny,Medium,20877,"Car Rental: 1944 INR, Flight: 5522 INR, Bus: 296 INR, Train: 1366 INR",Local Cuisine: 1194 INR per day,3-star: 1738 INR per night,"Kohima War Cemetery, Dzükou Valley","Boating, Trekking",Moderate,4.7/5,Winter,"English, Nagamese",Very Safe,Yes,Local Traditions
Arunachal Pradesh,Rainy,High,11290,"Flight: 5174 INR, Bus: 924 INR",Local Cuisine: 1517 INR per day,Luxury Resort: 3088 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Boating",Moderate,3.6/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Assam,Pleasant,Medium,7648,"Flight: 5868 INR, Bus: 679 INR",Local Cuisine: 536 INR per day,3-star: 2330 INR per night,"Kaziranga National Park, Majuli Island","Boating, Cultural Tours, River Rafting",Low,3.8/5,Monsoon,Assamese,Moderately Safe,Yes,Local Traditions
Manipur,Rainy,Medium,43761,"Bus: 356 INR, Flight: 5147 INR",Local Cuisine: 955 INR per day,3-star: 1285 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Boating, Wildlife Safari",Moderate,4.8/5,Winter,Manipuri,Moderately Safe,Yes,Festival
Manipur,Rainy,High,20446,"Flight: 6366 INR, Train: 1721 INR",Local Cuisine: 762 INR per day,Luxury Resort: 1984 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, Trekking",High,4.9/5,Summer,Manipuri,Moderately Safe,No,Festival
